post_id,timestamp,county_id,user_id,prob_suicide,vader_compound,entities
Post_850,2026-05-01 00:55:00,Rural_County_X,User_734,0.8921,-0.5907,
Post_3095,2026-05-01 00:55:00,Urban_County_B,User_549,0.1349,0.0705,
Post_2722,2026-05-01 00:58:00,Urban_County_B,User_826,0.4012,-0.1574,
Post_5658,2026-05-01 00:58:00,Urban_County_A,User_433,0.637,-0.3511,
Post_1803,2026-05-01 00:59:00,Rural_County_Y,User_639,0.682,-0.2332,
Post_1592,2026-05-01 00:59:00,Urban_County_B,User_918,0.4228,-0.7551,
Post_4069,2026-05-01 01:02:00,Urban_County_B,User_313,0.0987,-0.5315,
Post_832,2026-05-01 01:03:00,Urban_County_A,User_295,0.865,-0.1329,
Post_3519,2026-05-01 01:04:00,Urban_County_A,User_301,0.3304,-0.7199,
Post_3580,2026-05-01 01:04:00,Urban_County_B,User_350,0.8904,0.1688,
Post_3782,2026-05-01 01:04:00,Urban_County_B,User_205,0.4606,0.2761,
Post_327,2026-05-01 01:05:00,Urban_County_B,User_144,0.4203,-0.9771,
Post_1059,2026-05-01 01:07:00,Rural_County_X,User_370,0.4957,-0.3912,
Post_5574,2026-05-01 01:07:00,Urban_County_B,User_14,0.7069,-0.4889,
Post_3234,2026-05-01 01:08:00,Urban_County_A,User_737,0.028,-0.3708,
Post_1513,2026-05-01 01:10:00,Rural_County_X,User_604,0.448,0.0372,
Post_5614,2026-05-01 01:12:00,Urban_County_B,User_528,0.3696,-0.8914,
Post_4369,2026-05-01 01:12:00,Rural_County_X,User_878,0.6155,-0.9334,
Post_3632,2026-05-01 01:12:00,Urban_County_A,User_820,0.5052,0.1723,
Post_1544,2026-05-01 01:13:00,Rural_County_Y,User_412,0.3348,-0.8455,
Post_5027,2026-05-01 01:13:00,Urban_County_B,User_964,0.8067,-0.8251,
Post_2208,2026-05-01 01:14:00,Urban_County_A,User_709,0.96,0.1047,
Post_2782,2026-05-01 01:15:00,Urban_County_B,User_495,0.8816,0.3439,
Post_2692,2026-05-01 01:17:00,Urban_County_B,User_24,0.421,-0.4235,
Post_5034,2026-05-01 01:17:00,Rural_County_X,User_712,0.8747,0.9145,
Post_41,2026-05-01 01:17:00,Urban_County_B,User_500,0.7467,0.495,
Post_115,2026-05-01 01:18:00,Urban_County_A,User_83,0.2082,0.448,
Post_1517,2026-05-01 01:20:00,Urban_County_B,User_869,0.4364,0.7346,
Post_782,2026-05-01 01:20:00,Urban_County_B,User_945,0.0577,-0.7286,
Post_1075,2026-05-01 01:22:00,Urban_County_A,User_733,0.5941,0.3549,
Post_107,2026-05-01 01:23:00,Urban_County_A,User_403,0.9484,-0.2421,
Post_761,2026-05-01 01:23:00,Urban_County_B,User_199,0.7857,-0.4323,
Post_3092,2026-05-01 01:28:00,Urban_County_A,User_205,0.5103,-0.741,
Post_1335,2026-05-01 01:30:00,Urban_County_B,User_400,0.0377,0.8544,
Post_785,2026-05-01 01:30:00,Urban_County_B,User_387,0.1793,-0.6309,
Post_198,2026-05-01 01:31:00,Urban_County_B,User_510,0.4441,-0.2496,
Post_3976,2026-05-01 01:33:00,Urban_County_B,User_767,0.7234,-0.087,
Post_3385,2026-05-01 01:37:00,Urban_County_A,User_3,0.0997,0.121,
Post_210,2026-05-01 01:38:00,Urban_County_B,User_606,0.3623,0.7636,
Post_75,2026-05-01 01:40:00,Rural_County_Y,User_678,0.632,-0.9265,
Post_1002,2026-05-01 01:40:00,Urban_County_B,User_471,0.1664,0.3672,
Post_2211,2026-05-01 01:46:00,Urban_County_A,User_954,0.001,-0.2718,
Post_4533,2026-05-01 01:46:00,Urban_County_A,User_528,0.9019,-0.6396,
Post_1847,2026-05-01 01:46:00,Rural_County_X,User_278,0.0108,-0.5978,
Post_4279,2026-05-01 01:46:00,Urban_County_B,User_821,0.3001,-0.5763,
Post_4614,2026-05-01 01:47:00,Urban_County_B,User_195,0.9368,-0.6669,
Post_3893,2026-05-01 01:47:00,Rural_County_X,User_519,0.287,-0.9089,
Post_1644,2026-05-01 01:49:00,Rural_County_X,User_958,0.1417,-0.3558,
Post_5138,2026-05-01 01:50:00,Urban_County_A,User_621,0.3434,0.0333,
Post_3916,2026-05-01 01:51:00,Urban_County_A,User_187,0.4067,0.5929,
Post_3359,2026-05-01 01:54:00,Urban_County_A,User_721,0.606,-0.2101,
Post_3340,2026-05-01 01:55:00,Rural_County_Y,User_625,0.7602,0.948,
Post_5226,2026-05-01 01:55:00,Urban_County_B,User_993,0.5694,0.4667,
Post_4028,2026-05-01 01:59:00,Rural_County_Y,User_507,0.357,-0.5576,
Post_1821,2026-05-01 01:59:00,Urban_County_A,User_221,0.3609,0.4579,
Post_3118,2026-05-01 02:02:00,Urban_County_B,User_82,0.6147,-0.2258,
Post_391,2026-05-01 02:03:00,Urban_County_B,User_101,0.8737,0.8401,
Post_4950,2026-05-01 02:06:00,Urban_County_A,User_267,0.7428,-0.2861,
Post_2541,2026-05-01 02:07:00,Rural_County_X,User_512,0.7345,0.5431,
Post_3026,2026-05-01 02:07:00,Urban_County_A,User_687,0.0782,0.3057,
Post_1914,2026-05-01 02:08:00,Urban_County_B,User_535,0.6689,-0.7886,
Post_972,2026-05-01 02:09:00,Urban_County_B,User_746,0.8489,-0.1534,
Post_1549,2026-05-01 02:10:00,Urban_County_B,User_895,0.9236,0.1104,
Post_5133,2026-05-01 02:12:00,Rural_County_X,User_591,0.3998,-0.4518,
Post_2160,2026-05-01 02:12:00,Urban_County_B,User_507,0.1219,-0.7679,
Post_5639,2026-05-01 02:16:00,Rural_County_Y,User_362,0.6372,0.631,
Post_775,2026-05-01 02:16:00,Rural_County_Y,User_239,0.6661,-0.1943,
Post_4864,2026-05-01 02:21:00,Rural_County_Y,User_443,0.85,-0.6149,
Post_3315,2026-05-01 02:21:00,Urban_County_A,User_727,0.8895,0.1106,
Post_179,2026-05-01 02:21:00,Urban_County_A,User_354,0.3725,0.422,
Post_3322,2026-05-01 02:22:00,Urban_County_A,User_143,0.3942,-0.121,
Post_2221,2026-05-01 02:26:00,Urban_County_A,User_20,0.1222,-0.3791,
Post_624,2026-05-01 02:26:00,Urban_County_A,User_452,0.6819,0.3565,
Post_4639,2026-05-01 02:29:00,Rural_County_Y,User_471,0.2049,0.9107,
Post_5765,2026-05-01 02:35:00,Urban_County_B,User_611,0.0225,0.3024,
Post_272,2026-05-01 02:35:00,Urban_County_B,User_499,0.6338,-0.362,
Post_4330,2026-05-01 02:36:00,Urban_County_B,User_428,0.5585,0.005,
Post_2691,2026-05-01 02:36:00,Urban_County_A,User_818,0.2929,0.3764,
Post_155,2026-05-01 02:43:00,Rural_County_X,User_362,0.7037,0.0523,
Post_4512,2026-05-01 02:46:00,Urban_County_A,User_938,0.4043,-0.8958,
Post_352,2026-05-01 02:46:00,Urban_County_A,User_467,0.5473,0.6414,
Post_3272,2026-05-01 02:48:00,Urban_County_B,User_785,0.2002,-0.7088,
Post_5298,2026-05-01 02:49:00,Urban_County_B,User_209,0.0306,-0.2765,
Post_3122,2026-05-01 02:50:00,Urban_County_A,User_155,0.2497,0.2532,
Post_4335,2026-05-01 02:50:00,Rural_County_Y,User_905,0.0877,-0.8234,
Post_5241,2026-05-01 02:51:00,Urban_County_B,User_542,0.1649,0.7915,
Post_1741,2026-05-01 02:52:00,Rural_County_Y,User_702,0.969,0.2256,
Post_2135,2026-05-01 02:56:00,Urban_County_B,User_869,0.5847,0.2957,
Post_1732,2026-05-01 02:57:00,Rural_County_Y,User_847,0.8733,0.1452,
Post_3977,2026-05-01 02:58:00,Urban_County_A,User_145,0.0636,-0.5508,
Post_998,2026-05-01 03:00:00,Rural_County_X,User_977,0.841,0.5266,
Post_2095,2026-05-01 03:00:00,Urban_County_B,User_873,0.7,-0.3695,
Post_1060,2026-05-01 03:01:00,Urban_County_B,User_536,0.9247,-0.2755,
Post_5780,2026-05-01 03:04:00,Urban_County_A,User_630,0.2869,0.9597,
Post_4310,2026-05-01 03:06:00,Urban_County_A,User_66,0.6946,0.1015,
Post_3265,2026-05-01 03:07:00,Urban_County_A,User_754,0.4879,0.7038,
Post_722,2026-05-01 03:09:00,Urban_County_A,User_18,0.7079,-0.6548,
Post_2878,2026-05-01 03:11:00,Rural_County_Y,User_28,0.3284,-0.2624,
Post_2741,2026-05-01 03:11:00,Urban_County_A,User_754,0.0067,-0.9917,
Post_944,2026-05-01 03:13:00,Urban_County_A,User_151,0.8822,0.6475,
Post_68,2026-05-01 03:15:00,Urban_County_B,User_272,0.3008,-0.6942,
Post_4413,2026-05-01 03:15:00,Urban_County_B,User_998,0.5633,-0.8023,
Post_805,2026-05-01 03:17:00,Rural_County_Y,User_604,0.5913,0.36,
Post_3856,2026-05-01 03:18:00,Urban_County_B,User_851,0.4162,0.534,
Post_5996,2026-05-01 03:18:00,Rural_County_Y,User_129,0.9055,0.672,
Post_5296,2026-05-01 03:19:00,Urban_County_A,User_916,0.2247,-0.2009,
Post_827,2026-05-01 03:19:00,Urban_County_A,User_741,0.6567,-0.2601,
Post_4245,2026-05-01 03:21:00,Urban_County_A,User_658,0.1362,0.794,
Post_2171,2026-05-01 03:21:00,Rural_County_Y,User_151,0.7537,-0.092,
Post_2641,2026-05-01 03:22:00,Urban_County_A,User_774,0.4177,0.73,
Post_3739,2026-05-01 03:30:00,Urban_County_B,User_427,0.6835,-0.0779,
Post_5628,2026-05-01 03:30:00,Urban_County_B,User_523,0.438,0.9395,
Post_264,2026-05-01 03:30:00,Urban_County_B,User_241,0.7336,0.0633,
Post_2796,2026-05-01 03:30:00,Rural_County_Y,User_69,0.911,-0.8084,
Post_112,2026-05-01 03:31:00,Rural_County_Y,User_852,0.5575,-0.1494,
Post_5060,2026-05-01 03:32:00,Rural_County_Y,User_770,0.9363,0.0639,
Post_4404,2026-05-01 03:35:00,Urban_County_A,User_808,0.1828,-0.4878,
Post_1488,2026-05-01 03:36:00,Rural_County_X,User_68,0.9147,-0.2361,
Post_2953,2026-05-01 03:36:00,Urban_County_A,User_682,0.9831,0.9879,
Post_1690,2026-05-01 03:42:00,Urban_County_B,User_478,0.1338,-0.0475,
Post_1219,2026-05-01 03:42:00,Urban_County_B,User_736,0.9898,0.8004,
Post_3135,2026-05-01 03:42:00,Urban_County_B,User_519,0.6211,0.0054,
Post_2210,2026-05-01 03:43:00,Urban_County_B,User_324,0.4394,-0.7108,
Post_1707,2026-05-01 03:45:00,Rural_County_X,User_41,0.8518,0.2172,
Post_5451,2026-05-01 03:48:00,Urban_County_A,User_748,0.7868,0.3822,
Post_4586,2026-05-01 03:53:00,Urban_County_B,User_453,0.1429,0.1828,
Post_2509,2026-05-01 04:00:00,Urban_County_B,User_999,0.7726,0.9742,
Post_2815,2026-05-01 04:02:00,Urban_County_B,User_492,0.6708,0.1806,
Post_5750,2026-05-01 04:03:00,Urban_County_B,User_849,0.755,-0.1758,
Post_3597,2026-05-01 04:04:00,Urban_County_B,User_801,0.6701,-0.7148,
Post_5219,2026-05-01 04:05:00,Rural_County_X,User_504,0.6056,0.1259,
Post_3111,2026-05-01 04:08:00,Rural_County_X,User_306,0.0475,0.7194,
Post_5183,2026-05-01 04:09:00,Rural_County_Y,User_291,0.5873,0.6497,
Post_122,2026-05-01 04:11:00,Urban_County_B,User_364,0.8804,0.7667,
Post_71,2026-05-01 04:12:00,Urban_County_B,User_4,0.0268,-0.553,
Post_259,2026-05-01 04:13:00,Rural_County_Y,User_966,0.4952,0.0813,
Post_5860,2026-05-01 04:15:00,Urban_County_B,User_541,0.2521,-0.896,
Post_3790,2026-05-01 04:21:00,Urban_County_A,User_256,0.8629,0.7472,
Post_4820,2026-05-01 04:23:00,Urban_County_A,User_380,0.1523,-0.7161,
Post_716,2026-05-01 04:29:00,Urban_County_A,User_992,0.1267,0.3179,
Post_5042,2026-05-01 04:32:00,Rural_County_Y,User_417,0.3373,-0.4291,
Post_4329,2026-05-01 04:33:00,Rural_County_X,User_43,0.8826,-0.1838,
Post_994,2026-05-01 04:35:00,Rural_County_Y,User_712,0.7924,0.5546,
Post_1691,2026-05-01 04:37:00,Urban_County_B,User_191,0.5394,-0.6816,
Post_4459,2026-05-01 04:39:00,Rural_County_Y,User_788,0.0455,0.438,
Post_4307,2026-05-01 04:41:00,Urban_County_A,User_338,0.4262,-0.8184,
Post_1548,2026-05-01 04:41:00,Urban_County_A,User_251,0.8631,-0.4161,
Post_1919,2026-05-01 04:42:00,Urban_County_A,User_465,0.9851,0.7064,
Post_5748,2026-05-01 04:44:00,Urban_County_B,User_706,0.5309,-0.8654,
Post_1498,2026-05-01 04:46:00,Urban_County_A,User_981,0.3432,-0.8449,
Post_3847,2026-05-01 04:46:00,Urban_County_A,User_664,0.7166,-0.7868,
Post_3182,2026-05-01 04:48:00,Urban_County_B,User_94,0.4636,0.2379,
Post_4862,2026-05-01 04:48:00,Urban_County_B,User_120,0.9394,0.5349,
Post_5224,2026-05-01 04:52:00,Urban_County_B,User_444,0.5044,-0.4119,
Post_1960,2026-05-01 04:53:00,Urban_County_B,User_553,0.2816,0.6177,
Post_4904,2026-05-01 04:55:00,Urban_County_B,User_281,0.7725,-0.4245,
Post_2317,2026-05-01 05:01:00,Urban_County_A,User_446,0.8194,0.3552,
Post_2650,2026-05-01 05:02:00,Urban_County_B,User_68,0.9509,-0.3748,
Post_4036,2026-05-01 05:03:00,Urban_County_A,User_725,0.8141,-0.4442,
Post_79,2026-05-01 05:05:00,Urban_County_A,User_915,0.9427,-0.7328,
Post_1654,2026-05-01 05:05:00,Urban_County_A,User_553,0.866,-0.7634,
Post_2006,2026-05-01 05:08:00,Rural_County_Y,User_797,0.1064,0.1231,
Post_116,2026-05-01 05:10:00,Urban_County_A,User_550,0.3402,-0.7408,
Post_5331,2026-05-01 05:12:00,Rural_County_X,User_308,0.7984,0.277,
Post_2389,2026-05-01 05:12:00,Rural_County_Y,User_48,0.487,0.8892,
Post_4518,2026-05-01 05:12:00,Urban_County_B,User_751,0.5357,0.0533,
Post_5826,2026-05-01 05:14:00,Urban_County_A,User_137,0.2447,0.6372,
Post_3054,2026-05-01 05:14:00,Urban_County_A,User_290,0.8932,-0.3269,
Post_5776,2026-05-01 05:17:00,Rural_County_Y,User_98,0.2867,0.4141,
Post_2968,2026-05-01 05:18:00,Urban_County_A,User_132,0.0175,0.2918,
Post_4392,2026-05-01 05:19:00,Urban_County_A,User_419,0.0119,0.9636,
Post_3764,2026-05-01 05:20:00,Urban_County_B,User_516,0.2659,0.0399,
Post_1462,2026-05-01 05:20:00,Rural_County_Y,User_246,0.9328,0.1439,
Post_2759,2026-05-01 05:24:00,Urban_County_B,User_195,0.5747,0.4836,
Post_2109,2026-05-01 05:25:00,Urban_County_A,User_84,0.3745,-0.6236,
Post_490,2026-05-01 05:26:00,Rural_County_Y,User_262,0.9893,-0.1704,
Post_1613,2026-05-01 05:27:00,Urban_County_B,User_341,0.6228,0.7593,
Post_3964,2026-05-01 05:27:00,Urban_County_A,User_967,0.2713,0.6349,
Post_1814,2026-05-01 05:31:00,Urban_County_B,User_17,0.1274,-0.8383,
Post_1050,2026-05-01 05:32:00,Urban_County_A,User_914,0.3294,-0.297,
Post_598,2026-05-01 05:34:00,Rural_County_Y,User_484,0.5804,-0.8128,
Post_4031,2026-05-01 05:36:00,Urban_County_B,User_805,0.8394,0.0133,
Post_5018,2026-05-01 05:38:00,Urban_County_A,User_763,0.0045,-0.2312,
Post_4377,2026-05-01 05:38:00,Urban_County_A,User_627,0.6623,-0.0553,
Post_2689,2026-05-01 05:39:00,Urban_County_A,User_158,0.8444,0.443,
Post_5993,2026-05-01 05:39:00,Urban_County_A,User_143,0.6785,-0.2641,
Post_4070,2026-05-01 05:40:00,Urban_County_A,User_674,0.755,0.7319,
Post_322,2026-05-01 05:44:00,Urban_County_B,User_785,0.9837,-0.9392,
Post_3872,2026-05-01 05:44:00,Urban_County_A,User_855,0.9315,-0.4577,
Post_3199,2026-05-01 05:51:00,Urban_County_B,User_559,0.1559,-0.6328,
Post_4175,2026-05-01 05:53:00,Rural_County_Y,User_174,0.3323,-0.0667,
Post_5433,2026-05-01 05:55:00,Rural_County_X,User_829,0.861,0.1672,
Post_5191,2026-05-01 05:57:00,Urban_County_B,User_48,0.1555,0.4257,
Post_1317,2026-05-01 05:57:00,Urban_County_B,User_83,0.0919,0.2731,
Post_4959,2026-05-01 05:58:00,Rural_County_Y,User_861,0.7567,0.6277,
Post_1283,2026-05-01 05:59:00,Urban_County_A,User_924,0.7161,0.0976,
Post_3306,2026-05-01 06:03:00,Urban_County_A,User_470,0.0809,-0.5633,
Post_4332,2026-05-01 06:03:00,Urban_County_B,User_662,0.3702,-0.2293,
Post_907,2026-05-01 06:06:00,Urban_County_B,User_261,0.9108,0.6808,
Post_5213,2026-05-01 06:07:00,Urban_County_B,User_444,0.8831,0.7276,
Post_4093,2026-05-01 06:07:00,Urban_County_B,User_319,0.742,-0.1925,
Post_4246,2026-05-01 06:08:00,Urban_County_B,User_681,0.8238,-0.8834,
Post_4556,2026-05-01 06:09:00,Urban_County_A,User_631,0.8726,0.0408,
Post_4212,2026-05-01 06:11:00,Rural_County_Y,User_43,0.6926,0.5486,
Post_1550,2026-05-01 06:12:00,Urban_County_B,User_797,0.6176,0.6934,
Post_4671,2026-05-01 06:13:00,Urban_County_B,User_939,0.7916,0.3859,
Post_3758,2026-05-01 06:13:00,Urban_County_B,User_812,0.815,0.8722,
Post_332,2026-05-01 06:14:00,Urban_County_B,User_538,0.7795,0.1921,
Post_541,2026-05-01 06:17:00,Rural_County_X,User_963,0.1538,0.1413,
Post_1844,2026-05-01 06:19:00,Rural_County_X,User_927,0.516,0.6391,
Post_484,2026-05-01 06:20:00,Urban_County_B,User_424,0.2647,-0.5089,
Post_2251,2026-05-01 06:21:00,Rural_County_X,User_991,0.5526,0.5098,
Post_1499,2026-05-01 06:21:00,Urban_County_B,User_616,0.4767,0.4092,
Post_5198,2026-05-01 06:24:00,Urban_County_B,User_187,0.4422,0.0698,
Post_3564,2026-05-01 06:24:00,Urban_County_B,User_259,0.9743,-0.7201,
Post_5660,2026-05-01 06:29:00,Rural_County_X,User_67,0.2703,-0.5353,
Post_3622,2026-05-01 06:33:00,Urban_County_A,User_199,0.9724,0.948,
Post_3532,2026-05-01 06:33:00,Rural_County_Y,User_330,0.373,0.1504,
Post_3335,2026-05-01 06:36:00,Urban_County_A,User_596,0.2399,-0.6355,
Post_1971,2026-05-01 06:36:00,Rural_County_Y,User_628,0.6266,0.3589,
Post_875,2026-05-01 06:38:00,Urban_County_A,User_28,0.9596,-0.4004,
Post_3267,2026-05-01 06:38:00,Urban_County_A,User_445,0.1294,-0.8486,
Post_5653,2026-05-01 06:41:00,Urban_County_A,User_503,0.4684,0.9489,
Post_192,2026-05-01 06:42:00,Urban_County_A,User_270,0.5575,-0.528,
Post_2592,2026-05-01 06:42:00,Urban_County_B,User_58,0.2529,0.3283,
Post_5866,2026-05-01 06:43:00,Urban_County_B,User_659,0.2906,-0.2492,
Post_2747,2026-05-01 06:45:00,Urban_County_A,User_34,0.3408,0.1029,
Post_5608,2026-05-01 06:46:00,Urban_County_B,User_646,0.0258,-0.3789,
Post_251,2026-05-01 06:48:00,Urban_County_A,User_899,0.5496,-0.464,
Post_5807,2026-05-01 06:50:00,Urban_County_A,User_222,0.7724,0.2778,
Post_4289,2026-05-01 06:51:00,Urban_County_A,User_457,0.4794,-0.3952,
Post_2048,2026-05-01 06:54:00,Urban_County_B,User_401,0.1613,-0.7143,
Post_4688,2026-05-01 06:54:00,Urban_County_A,User_439,0.4409,-0.1309,
Post_4966,2026-05-01 06:56:00,Urban_County_A,User_456,0.508,-0.656,
Post_5238,2026-05-01 06:59:00,Urban_County_B,User_277,0.5326,0.7826,
Post_1944,2026-05-01 07:05:00,Urban_County_B,User_957,0.2558,0.464,
Post_2328,2026-05-01 07:06:00,Urban_County_A,User_286,0.2824,0.0608,
Post_741,2026-05-01 07:06:00,Urban_County_A,User_677,0.6567,-0.9166,
Post_5056,2026-05-01 07:07:00,Urban_County_A,User_46,0.1032,0.9257,
Post_383,2026-05-01 07:07:00,Urban_County_A,User_347,0.6615,-0.6579,
Post_3857,2026-05-01 07:14:00,Rural_County_X,User_54,0.7718,-0.5234,
Post_3584,2026-05-01 07:14:00,Urban_County_B,User_245,0.3463,0.6458,
Post_1715,2026-05-01 07:14:00,Urban_County_B,User_78,0.483,0.8471,
Post_5565,2026-05-01 07:14:00,Urban_County_B,User_567,0.3667,0.8797,
Post_449,2026-05-01 07:15:00,Urban_County_A,User_56,0.5705,0.5585,
Post_1509,2026-05-01 07:16:00,Rural_County_X,User_70,0.1347,0.145,
Post_2510,2026-05-01 07:17:00,Urban_County_A,User_5,0.0916,-0.423,
Post_1604,2026-05-01 07:18:00,Urban_County_A,User_584,0.5699,-0.2274,
Post_1362,2026-05-01 07:19:00,Rural_County_X,User_128,0.7648,-0.442,
Post_2546,2026-05-01 07:19:00,Urban_County_A,User_941,0.5698,0.2471,
Post_2701,2026-05-01 07:20:00,Urban_County_A,User_694,0.8502,0.8671,
Post_1989,2026-05-01 07:21:00,Urban_County_A,User_190,0.2827,-0.4892,
Post_1153,2026-05-01 07:22:00,Rural_County_X,User_4,0.4577,-0.5627,
Post_3268,2026-05-01 07:23:00,Urban_County_B,User_954,0.9201,-0.934,
Post_4100,2026-05-01 07:26:00,Urban_County_A,User_470,0.4802,0.5559,
Post_3910,2026-05-01 07:30:00,Urban_County_B,User_547,0.3915,-0.4557,
Post_3290,2026-05-01 07:34:00,Urban_County_A,User_41,0.8345,-0.1022,
Post_5102,2026-05-01 07:34:00,Urban_County_A,User_527,0.5881,-0.7029,
Post_4135,2026-05-01 07:37:00,Urban_County_A,User_753,0.8939,-0.8572,
Post_388,2026-05-01 07:38:00,Urban_County_B,User_628,0.2407,-0.7541,
Post_2112,2026-05-01 07:40:00,Urban_County_A,User_337,0.5672,0.8763,
Post_3469,2026-05-01 07:41:00,Urban_County_B,User_71,0.8604,-0.9944,
Post_481,2026-05-01 07:42:00,Urban_County_A,User_395,0.495,-0.9419,
Post_4473,2026-05-01 07:43:00,Urban_County_A,User_959,0.2955,-0.2625,
Post_3066,2026-05-01 07:43:00,Rural_County_Y,User_991,0.7923,-0.4151,
Post_2610,2026-05-01 07:45:00,Rural_County_Y,User_549,0.261,-0.5232,
Post_2606,2026-05-01 07:45:00,Rural_County_Y,User_301,0.7205,-0.4718,
Post_1916,2026-05-01 07:47:00,Urban_County_A,User_61,0.6902,-0.9043,
Post_5684,2026-05-01 07:48:00,Urban_County_A,User_263,0.2289,0.3383,
Post_4595,2026-05-01 07:48:00,Urban_County_B,User_361,0.6808,-0.0685,
Post_4112,2026-05-01 07:50:00,Urban_County_A,User_453,0.7335,0.1739,
Post_2104,2026-05-01 07:51:00,Urban_County_A,User_72,0.3492,-0.3156,
Post_3676,2026-05-01 07:52:00,Urban_County_B,User_698,0.5046,0.3493,
Post_5179,2026-05-01 07:54:00,Urban_County_A,User_712,0.3205,0.2036,
Post_3653,2026-05-01 07:55:00,Urban_County_B,User_908,0.9921,0.8589,
Post_1525,2026-05-01 07:56:00,Urban_County_B,User_380,0.8079,-0.9917,
Post_3038,2026-05-01 07:57:00,Urban_County_B,User_138,0.5971,-0.7046,
Post_4082,2026-05-01 07:57:00,Urban_County_B,User_532,0.9434,-0.6315,
Post_4931,2026-05-01 07:59:00,Urban_County_B,User_239,0.0468,-0.25,
Post_5762,2026-05-01 08:00:00,Urban_County_A,User_184,0.6793,-0.4471,
Post_2304,2026-05-01 08:00:00,Urban_County_A,User_556,0.8807,0.8244,
Post_2283,2026-05-01 08:05:00,Urban_County_A,User_990,0.7658,-0.4652,
Post_2044,2026-05-01 08:05:00,Urban_County_A,User_720,0.9069,0.3066,
Post_4624,2026-05-01 08:06:00,Rural_County_Y,User_549,0.6579,0.4491,
Post_5196,2026-05-01 08:09:00,Rural_County_X,User_533,0.8716,0.7685,
Post_3207,2026-05-01 08:10:00,Urban_County_A,User_476,0.9514,-0.803,
Post_571,2026-05-01 08:11:00,Rural_County_Y,User_835,0.0675,-0.0352,
Post_5948,2026-05-01 08:11:00,Urban_County_B,User_478,0.1867,-0.7203,
Post_1527,2026-05-01 08:11:00,Urban_County_B,User_971,0.206,-0.2237,
Post_1543,2026-05-01 08:12:00,Urban_County_A,User_397,0.8442,0.8309,
Post_145,2026-05-01 08:12:00,Urban_County_B,User_371,0.2721,-0.7843,
Post_1578,2026-05-01 08:13:00,Urban_County_A,User_808,0.7247,-0.0635,
Post_2199,2026-05-01 08:14:00,Urban_County_A,User_701,0.6407,0.5874,
Post_1506,2026-05-01 08:15:00,Urban_County_B,User_482,0.0737,0.099,
Post_5215,2026-05-01 08:18:00,Urban_County_B,User_880,0.1869,-0.8945,
Post_511,2026-05-01 08:21:00,Urban_County_A,User_541,0.9778,-0.3211,
Post_2386,2026-05-01 08:24:00,Urban_County_A,User_246,0.9768,0.0927,
Post_5477,2026-05-01 08:24:00,Urban_County_B,User_682,0.0426,-0.5998,
Post_225,2026-05-01 08:26:00,Urban_County_B,User_93,0.0865,0.9585,
Post_3861,2026-05-01 08:31:00,Urban_County_B,User_290,0.0177,0.4251,
Post_1728,2026-05-01 08:34:00,Urban_County_A,User_252,0.7265,0.6636,
Post_4328,2026-05-01 08:37:00,Urban_County_B,User_858,0.9316,-0.2546,
Post_3818,2026-05-01 08:39:00,Urban_County_A,User_187,0.9158,0.8949,
Post_595,2026-05-01 08:40:00,Urban_County_A,User_981,0.0943,-0.1161,
Post_5950,2026-05-01 08:43:00,Urban_County_A,User_679,0.9229,-0.6524,
